price,price_for_m2,locality,street,usable_area,floor,elevator,state,state_of_real_estate,real_estate_type,type_of_ownership,balcony,basement,material,land,build_up_area
235900,33942,Bratislava IV Devínska Nová Ves,Jána Smreka,69,1/8,True,kompletná rekonštrukcia,,3 izbový byt,predaj,True,True,,,
336000,54172,Bratislava I Staré Mesto,Židovská,62,2/5,False,kompletná rekonštrukcia,,2 izbový byt,predaj,False,False,tehla,,
505612,49222,Bratislava I Staré Mesto,Gunduličova,102,1/5,True,kompletná rekonštrukcia,,4 izbový byt,predaj,False,False,,,
361028,49232,Bratislava I Staré Mesto,Gunduličova,73,1/5,True,kompletná rekonštrukcia,,2 izbový byt,predaj,True,False,,,
7290000,1104552,Praha 4 časť Braník,Žalmanova,66,2/4,False,pôvodný,,Apartmán,predaj,True,True,tehla,,
239700,31132,Bratislava II Ružinov časť Pošeň,Andreja Mráza,77,7/7,True,čiastočná rekonštrukcia,,3 izbový byt,predaj,True,True,panel,,
163000,27172,Pezinok,Novomeského,60,,True,pôvodný,,3 izbový byt,predaj,True,False,panel,60,
,,Stupava,Hlavná,34,4/0,False,čiastočná rekonštrukcia,,1 izbový byt,predaj,False,False,panel,,
236000,34202,Bratislava V Petržalka,,69,7/0,False,kompletná rekonštrukcia,,3 izbový byt,predaj,True,False,,,
249900,45442,Bratislava II Ružinov,Košická,55,4/4,True,čiastočná rekonštrukcia,,2 izbový byt,predaj,True,False,tehla,,
157500,34242,Trnava,,46,5/9,True,novostavba,Novostavba,2 izbový byt,predaj,False,True,tehla,,
222800,16372,Rovinka,Hlavná,136,0/4,True,vo výstavbe,,2 izbový byt,predaj,False,False,železobetón,,
186732,39002,Bratislava III Nové Mesto,Opavská,47,1/2,True,kompletná rekonštrukcia,,2 izbový byt,predaj,False,False,,,
193240,39442,Bratislava III Nové Mesto,Opavská,49,1/2,True,kompletná rekonštrukcia,,2 izbový byt,predaj,False,False,,,
182000,25282,Malacky časť Vinohrádok,Cesta mládeže,72,2/6,True,novostavba,Novostavba,3 izbový byt,predaj,True,True,,,
194900,29092,Košice IV Juh,Miškovecká,67,4/8,True,kompletná rekonštrukcia,,3 izbový byt,predaj,True,True,panel,,
,,Bratislava I Staré Mesto,Na Štyridsiatku,242,,False,novostavba,Novostavba,5 izbový byt a viac,predaj,False,False,,,
499860,27772,Bratislava I Staré Mesto,,180,4/4,False,kompletná rekonštrukcia,,Mezonet,predaj,False,False,tehla,,180
,,Bratislava II Podunajské Biskupice,,37,7/7,True,čiastočná rekonštrukcia,,1 izbový byt,predaj,True,True,panel,,
,,Bratislava II Vrakuňa,Brezová,130,2/2,False,novostavba,Novostavba,3 izbový byt,predaj,True,False,tehla,,
,,Bratislava II Ružinov časť Nivy,Trenčianska,46,1/5,False,kompletná rekonštrukcia,,2 izbový byt,predaj,False,False,,,
148000,,Bratislava IV Dúbravka,Hanulova,,,False,pôvodný,,2 izbový byt,predaj,False,False,,,
189000,63002,Bratislava I Staré Mesto,Chalupkova,30,,False,novostavba,Novostavba,1 izbový byt,predaj,False,False,,,
143500,18402,Trenčín časť Juh II,,78,6/7,False,kompletná rekonštrukcia,,3 izbový byt,predaj,True,True,,,
6000000,789472,Brno časť Líšeň,Hochmanova,76,3/0,True,pôvodný,,Apartmán,predaj,True,True,panel,,
243760,44322,Liptovský Mikuláš,Ráztocká,55,,False,novostavba,Novostavba,Apartmán,predaj,False,False,,,
105000,30002,Bratislava III Nové Mesto,Magnetová,35,,False,novostavba,Novostavba,2 izbový byt,predaj,False,False,,,
126073,43472,Liptovský Mikuláš časť Ráztoky,Ráztocká,29,,False,novostavba,Novostavba,Apartmán,predaj,False,False,,,
130000,15482,Komárno,VII. sídlisko,84,,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
265000,51402,Bratislava II Ružinov časť Prievoz,,51,,False,novostavba,Novostavba,2 izbový byt,predaj,False,False,,,
255000,35422,Bratislava V Petržalka,Pajštúnska,72,,False,novostavba,Novostavba,2 izbový byt,predaj,False,False,,,
81000,10802,Handlová časť Sídlosko Morovno,Okružná,75,,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
380000,33632,Bratislava III Nové Mesto,Rozvodná,113,6/7,False,kompletná rekonštrukcia,,4 izbový byt,predaj,False,False,,,
285000,37572,Bratislava III Nové Mesto,Piešťanská,75,6/8,True,čiastočná rekonštrukcia,,3 izbový byt,predaj,True,True,zmiešaný,,
195000,35452,Košice I Staré Mesto - Centrum,,55,2/4,False,kompletná rekonštrukcia,,2 izbový byt,predaj,False,False,tehla,,
336000,62222,Bratislava I Staré Mesto,Bottova,54,,False,novostavba,Novostavba,2 izbový byt,predaj,False,False,,,
165000,26192,Banská Bystrica,Magurská,63,5/0,True,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,panel,63,
101800,,Dunajská Streda,Júliusa Lörincza,,,False,vo výstavbe,,2 izbový byt,predaj,False,False,,,
61000,11962,Komárno,Železničná,51,,False,čiastočná rekonštrukcia,,2 izbový byt,predaj,False,False,,,
59900,10512,Komárno,Ulica Mieru,57,,False,pôvodný,,2 izbový byt,predaj,False,False,,,
69000,12322,Komárno,Budovateľská,56,,False,kompletná rekonštrukcia,,2 izbový byt,predaj,False,False,,,
82500,13752,Komárno,Selyeho,60,,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
88990,13482,Komárno,Rákócziho,66,,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
76900,15692,Komárno,Ulica generála Klapku,49,,False,kompletná rekonštrukcia,,2 izbový byt,predaj,False,False,,,
50900,18182,Komárno,Hviezdoslavova,28,,False,kompletná rekonštrukcia,,1 izbový byt,predaj,False,False,,,
49900,17822,Komárno,Hviezdoslavova,28,,False,čiastočná rekonštrukcia,,1 izbový byt,predaj,False,False,,,
72000,12412,Komárno,E. B. Lukáča,58,,False,kompletná rekonštrukcia,,2 izbový byt,predaj,False,False,,,
54900,16642,Komárno,Komárno,33,,False,čiastočná rekonštrukcia,,1 izbový byt,predaj,False,False,,,
73000,11772,Komárno,Eötvösa,62,8/12,True,čiastočná rekonštrukcia,,2 izbový byt,predaj,True,True,panel,,
179900,26552,Trnava,,67,,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
6639000,2305212,Praha 6 časť Dejvice,Studentská,29,3/5,True,kompletná rekonštrukcia,,1 izbový byt,predaj,False,True,tehla,,29
193000,38652,Trnava,,49,,False,novostavba,Novostavba,2 izbový byt,predaj,False,False,,,
189900,26312,Trnava,,72,,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
138000,31622,Trnava,,43,,False,kompletná rekonštrukcia,,2 izbový byt,predaj,False,False,,,
225000,42452,Bratislava II Ružinov,Solivarská,53,2/4,False,kompletná rekonštrukcia,,2 izbový byt,predaj,True,False,,,
175000,46052,Bratislava V Petržalka,Mlynarovičova,38,2/0,False,kompletná rekonštrukcia,,Dvojgarsónka,predaj,True,False,,,
275000,31982,Bratislava V Petržalka,Ambroseho,86,3/4,False,kompletná rekonštrukcia,,4 izbový byt,predaj,True,False,,,
345000,34432,Bratislava V Petržalka,Vyšehradská,100,11/0,True,novostavba,Novostavba,3 izbový byt,predaj,True,False,,,
249900,29752,Bratislava V Petržalka,Beňadická,84,2/4,True,čiastočná rekonštrukcia,,4 izbový byt,predaj,True,True,,,
289000,58982,Bratislava I Staré Mesto,Chalupkova,49,,False,novostavba,Novostavba,2 izbový byt,predaj,False,False,,,
219000,31802,Bratislava III Nové Mesto,Teplická,68,,False,čiastočná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
105000,15002,Komárno,.,70,4/0,True,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,panel,,
159900,24602,Košice IV Nad Jazerom,Ždiarska,65,,False,čiastočná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
174900,32392,Košice I Sever,Vodárenská,54,,False,kompletná rekonštrukcia,,2 izbový byt,predaj,False,False,,,
144900,26832,Košice II Západ - Terasa,Výstavby,54,,False,čiastočná rekonštrukcia,,2 izbový byt,predaj,False,False,,,
186900,27902,Košice IV Nad Jazerom,Galaktická,67,,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
168500,,Košice II Sídlisko KVP,Zombova,,,False,čiastočná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
259000,19192,Košice I Staré Mesto - Centrum,Štúrova,135,,False,pôvodný,,4 izbový byt,predaj,False,False,,,
217000,20282,Košice I Sever,Slovenskej jednoty,107,,False,pôvodný,,3 izbový byt,predaj,False,False,,,
259000,19192,Košice I Staré Mesto - Centrum,Štúrova,135,,False,pôvodný,,4 izbový byt,predaj,False,False,,,
259000,19192,Košice I Staré Mesto - Centrum,Štúrova,135,,False,pôvodný,,3 izbový byt,predaj,False,False,,,
359000,26592,Košice I Staré Mesto - Centrum časť Historické centrum,Stará baštová,135,,False,kompletná rekonštrukcia,,4 izbový byt,predaj,True,True,,,
188000,22652,Prešov,Federátov,83,1/8,True,čiastočná rekonštrukcia,,4 izbový byt,predaj,True,True,panel,,
158000,26332,Prešov,Karpatská,60,9/11,True,kompletná rekonštrukcia,,3 izbový byt,predaj,True,True,železobetón,,
179000,23872,Prešov,17. novembra,75,2/2,False,pôvodný,,4 izbový byt,predaj,True,True,tehla,,
239000,12712,Prešov,Za Kalváriou,188,3/3,False,novostavba,Novostavba,3 izbový byt,predaj,True,True,,,
183000,40672,Bratislava II Ružinov časť Trnávka,Banšelova,45,,False,pôvodný,,2 izbový byt,predaj,False,False,,,
350000,33332,Bratislava III Nové Mesto,Ladislava Dérera,105,,False,kompletná rekonštrukcia,,4 izbový byt,predaj,False,False,,,
143000,30432,Bratislava II Vrakuňa,Hradská,47,,False,novostavba,Novostavba,2 izbový byt,predaj,False,False,,,
260000,33772,Bratislava V Petržalka,Námestie Hraničiarov,77,,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
235700,33992,Bratislava II Ružinov,Banšelova,69,,False,pôvodný,,3 izbový byt,predaj,False,False,,,
1850000,349062,Kelč časť Kelč,K podjezdu,53,1/5,False,pôvodný,,Mezonet,predaj,True,True,panel,,
172000,25292,Košice IV Nad Jazerom,Donská,68,,False,čiastočná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
,,Košice I Staré Mesto - Centrum,Československej armády,38,9/12,True,kompletná rekonštrukcia,,1 izbový byt,predaj,False,False,panel,,
339000,54682,Bratislava I Staré Mesto,Chalupkova,62,,False,novostavba,Novostavba,2 izbový byt,predaj,False,False,,,
799000,42732,Bratislava I Staré Mesto,Mlynské nivy,187,,False,novostavba,Novostavba,4 izbový byt,predaj,False,False,,,
159000,20922,Nitra,,76,,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
164800,27932,Nitra časť Klokočina,Matičná Ulica,59,1/0,True,novostavba,Novostavba,2 izbový byt,predaj,True,True,,,
,,Martin,Holubyho,51,,False,čiastočná rekonštrukcia,,2 izbový byt,predaj,True,False,,,
122000,17182,Komárno,Rákocziho,71,2/0,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
169900,39512,Bratislava IV Dúbravka,Agátová,43,4/8,True,novostavba,Novostavba,2 izbový byt,predaj,True,True,zmiešaný,,
150000,41392,Bratislava V Petržalka,,36,4/12,True,čiastočná rekonštrukcia,,1 izbový byt,predaj,False,True,panel,,
169900,24272,Pezinok,Suvorovova,70,2/3,False,kompletná rekonštrukcia,,2 izbový byt,predaj,False,False,tehla,,
184000,25562,Malacky časť Centrum,1. Mája 21,72,2/2,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,tehla,,
125000,30412,Rovinka,Hlavná,41,3/5,True,novostavba,Novostavba,1 izbový byt,predaj,True,False,železobetón,,
122990,17082,Hliník nad Hronom,L. Majerského,72,,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
116500,16642,Bytča,Centrum - Kollárova,70,,False,novostavba,Novostavba,2 izbový byt,predaj,False,False,,,
239000,32922,Košice II Západ - Terasa časť Luník II,Ružínska,72,4/10,True,kompletná rekonštrukcia,,4 izbový byt,predaj,True,True,panel,,
155000,19622,Sereď,Garbiarska,79,,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
155000,20132,Galanta,,77,,False,novostavba,Novostavba,3 izbový byt,predaj,False,False,,,
130000,16882,Galanta,Sídlisko Jas,77,,False,čiastočná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
125000,41672,Trnava,Študentská,30,3/3,False,čiastočná rekonštrukcia,,1 izbový byt,predaj,False,False,tehla,,
126900,28202,Žilina,,45,1/0,False,kompletná rekonštrukcia,,2 izbový byt,predaj,False,False,,,
284900,29682,Žilina,,96,6/7,True,kompletná rekonštrukcia,,5 izbový byt a viac,predaj,True,True,,,
75300,12982,Bulharsko,,58,4/6,False,kompletná rekonštrukcia,,2 izbový byt,predaj,False,False,,1,1
105000,12802,Myjava,,82,,False,čiastočná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
112500,,Banská Bystrica,Horná,,,False,pôvodný,,1 izbový byt,predaj,False,False,,,
154000,,Banská Bystrica,Za Nožiarňou,,,False,kompletná rekonštrukcia,,4 izbový byt,predaj,False,False,,,
250000,34252,Bratislava V Petržalka,Černyševského,73,3/8,True,kompletná rekonštrukcia,,3 izbový byt,predaj,True,True,panel,,
199970,22472,Žilina časť Staré mesto,Na sihoti,89,2/2,False,kompletná rekonštrukcia,,3 izbový byt,predaj,True,True,tehla,,
199970,23812,Žilina časť Solinky,Limbová,84,1/7,True,čiastočná rekonštrukcia,,4 izbový byt,predaj,True,True,panel,,
164990,24632,Žilina časť Bôrik,Oravská,67,3/4,True,pôvodný,,3 izbový byt,predaj,True,True,tehla,,
145000,21012,Piešťany,,69,,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
119000,19192,Piešťany,Teplická,62,,False,kompletná rekonštrukcia,,2 izbový byt,predaj,False,False,,,
134900,28702,Piešťany,,47,,False,kompletná rekonštrukcia,,2 izbový byt,predaj,False,False,,,
127900,19682,Piešťany,,65,,False,pôvodný,,3 izbový byt,predaj,False,False,,,
499000,58022,Bratislava I Staré Mesto,Chalupkova,86,,False,novostavba,Novostavba,3 izbový byt,predaj,False,False,,,
185000,31202,Bratislava III Rača,Kadnárova,59,1/4,False,pôvodný,,2 izbový byt,predaj,False,True,tehla,,
388000,61592,Bratislava I Staré Mesto,Chalupkova,63,,False,novostavba,Novostavba,3 izbový byt,predaj,False,False,,,
449000,56132,Bratislava III Nové Mesto,Strážna,80,1/4,True,pôvodný,,3 izbový byt,predaj,False,False,tehla,,
153000,27822,Košice II Západ - Terasa,,55,3/3,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,panel,,
7588000,1850732,Praha 6 časť Dejvice,Studentská,41,1/5,True,kompletná rekonštrukcia,,2 izbový byt,predaj,False,True,tehla,,41
229990,35082,Bratislava IV Dúbravka,Valachovej,65,2/14,True,kompletná rekonštrukcia,,3 izbový byt,predaj,True,False,,,
139990,17602,Martin,Gándhího,79,3/0,True,kompletná rekonštrukcia,,3 izbový byt,predaj,True,False,,,
222000,30002,Šamorín,,74,1/0,False,novostavba,Novostavba,3 izbový byt,predaj,False,False,tehla,1100,
498377,,Bratislava II Ružinov,Klincová,,,False,novostavba,Novostavba,4 izbový byt,predaj,False,False,,,
,,Nitra časť Staré Mesto,Cintorínska,110,2/0,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,tehla,,
9508000,1901602,Praha 6 časť Dejvice,Studentská,50,1/5,True,kompletná rekonštrukcia,,2 izbový byt,predaj,False,True,tehla,,50
125000,18122,Žarnovica,Fraňa Kráľa,69,,False,čiastočná rekonštrukcia,,3 izbový byt,predaj,True,True,tehla,,
310000,42472,Bratislava V Petržalka,Zuzany Chalupovej,73,1/12,True,novostavba,Novostavba,3 izbový byt,predaj,False,True,tehla,,
186000,40432,Bratislava II Ružinov,Svidnícka,46,6/6,True,kompletná rekonštrukcia,,Dvojgarsónka,predaj,True,False,,,
44000,,Podbrezová,Kolkáreň,,,False,pôvodný,,1 izbový byt,predaj,False,False,,,
144000,,Banská Bystrica,Tulská,,,False,pôvodný,,2 izbový byt,predaj,False,False,,,
116000,,Banská Bystrica,Sebedín-Bečov,,,False,čiastočná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
62900,28592,Piešťany,Mudroňova,22,,False,kompletná rekonštrukcia,,Garsónka,predaj,False,False,,,
253000,32492,Bratislava V Petržalka,Lietavská,77,4/0,True,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,panel,77,
,,Pezinok,Mladoboleslavská,85,3/0,True,novostavba,Novostavba,3 izbový byt,predaj,False,False,iný,89,
158000,24382,Senec,Sokolská,64,,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
179000,26722,Košice II Západ - Terasa časť Luník VII,Humenská,67,1/8,True,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,panel,,67
175000,33652,Bratislava V Petržalka,Mamateyova,52,3/4,False,čiastočná rekonštrukcia,,2 izbový byt,predaj,False,False,panel,,
583000,35552,Bratislava III Nové Mesto,Turbínová,164,6/7,True,novostavba,Novostavba,2 izbový byt,predaj,False,False,,,
153000,27322,Nitra časť Staré Mesto,-,56,,False,kompletná rekonštrukcia,,2 izbový byt,predaj,False,False,,,
550000,48672,Bratislava II Ružinov,Prešovská,113,1/7,True,novostavba,Novostavba,4 izbový byt,predaj,True,False,tehla,,
95000,45242,Žilina časť Hliny,Hliny,21,3/7,True,kompletná rekonštrukcia,,Garsónka,predaj,True,False,,,
219900,32342,Bratislava II Ružinov,Jašíkova,68,1/8,True,čiastočná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
99000,34522,Bratislava IV Devínska Nová Ves,Jána Jonáša,28,5/0,False,kompletná rekonštrukcia,,Garsónka,predaj,False,True,,,
980000,49002,Bratislava I Staré Mesto,,200,,False,kompletná rekonštrukcia,,4 izbový byt,predaj,False,False,,,
209000,30742,Košice IV Nad Jazerom,Bukovecká,68,2/0,True,kompletná rekonštrukcia,,3 izbový byt,predaj,True,True,,,
153000,30252,Zvolen,,50,,False,pôvodný,,2 izbový byt,predaj,True,False,,,
165000,25002,Bratislava II Vrakuňa,,66,3/8,True,čiastočná rekonštrukcia,,3 izbový byt,predaj,True,False,,,
161000,18512,Vráble,Sídlisko Lúky,87,3/4,False,kompletná rekonštrukcia,,4 izbový byt,predaj,False,False,panel,,
105000,31822,Kežmarok,M.Lányiho,33,0/3,False,čiastočná rekonštrukcia,,1 izbový byt,predaj,False,False,panel,,
156000,19752,Podbrezová,Štiavnička,79,,False,kompletná rekonštrukcia,,4 izbový byt,predaj,True,False,,,
225000,,Košice IV Juh,Južná trieda 1547/13,,,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
65000,15842,Humenné časť Pod Sokolejom,Partizánska,41,4/8,True,kompletná rekonštrukcia,,1 izbový byt,predaj,True,True,panel,,
193900,28102,Poprad časť Poprad,,69,12/13,True,čiastočná rekonštrukcia,,3 izbový byt,predaj,True,True,panel,,
145000,23022,Spišská Nová Ves,,63,4/4,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
255000,31882,Bratislava IV Devínska Nová Ves,Ivana Bukovčana 15,80,,False,čiastočná rekonštrukcia,,3 izbový byt,predaj,False,True,tehla,,
,,Michalovce,,63,1/6,True,čiastočná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
,,Košice II Západ - Terasa časť Luník III,Brigádnická,71,9/10,True,kompletná rekonštrukcia,,4 izbový byt,predaj,True,False,panel,,
,,Košice I Sídlisko Ťahanovce,Berlínska,82,4/8,True,čiastočná rekonštrukcia,,3 izbový byt,predaj,True,True,,,
,,Košice I Kavečany,Šafáriková 11,,,False,pôvodný,,4 izbový byt,predaj,False,False,,,
,,Snina,Komenského,71,4/8,False,pôvodný,,3 izbový byt,predaj,True,False,,,
,,Humenné časť Sídlisko III,Laborecká,59,,False,čiastočná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
,,Vranov nad Topľou,Sídlisko 1. Mája,52,1/6,True,kompletná rekonštrukcia,,2 izbový byt,predaj,False,True,,,
,,Snina,Palárikova 1621,79,4/4,False,pôvodný,,3 izbový byt,predaj,True,False,,,
110800,55402,Košice I Staré Mesto - Centrum časť Historické centrum,Štúrova,20,3/3,False,kompletná rekonštrukcia,,Garsónka,predaj,False,False,tehla,,
189900,27302,Banská Bystrica,,69,,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
135000,48212,Bratislava V Petržalka,Topolčianska,28,11/12,True,kompletná rekonštrukcia,,Garsónka,predaj,True,True,,,
,,Snina,Študentská,62,2/3,False,čiastočná rekonštrukcia,,2 izbový byt,predaj,True,True,,,
172000,26882,Košice I Sídlisko Ťahanovce,Varšavská,64,1/8,False,kompletná rekonštrukcia,,3 izbový byt,predaj,True,True,panel,,
,,Humenné časť Sídlisko II,Dobrianskeho,52,3/3,False,pôvodný,,2 izbový byt,predaj,True,False,tehla,,
,,Michalovce,Jána Švermu,64,1/6,False,čiastočná rekonštrukcia,,3 izbový byt,predaj,True,False,,,
,,Košice I Staré Mesto - Centrum,Bellova,39,1/6,True,novostavba,Novostavba,1 izbový byt,predaj,True,False,,,
,,Humenné časť Centrum,Námestie Slobody,33,3/13,True,pôvodný,,1 izbový byt,predaj,True,False,panel,,
195000,32502,Štrba časť Tatranská Štrba,,60,,False,kompletná rekonštrukcia,,2 izbový byt,predaj,False,False,,,
250000,38462,Bratislava I Staré Mesto,,65,,False,kompletná rekonštrukcia,,2 izbový byt,predaj,False,False,,,
,,Humenné časť Sídlisko III,Dargovských hrdinov,63,1/8,True,kompletná rekonštrukcia,,3 izbový byt,predaj,True,True,panel,,
,,Banská Bystrica,,78,,False,čiastočná rekonštrukcia,,3 izbový byt,predaj,True,False,,,
,,Bratislava II Podunajské Biskupice,,78,,False,čiastočná rekonštrukcia,,Apartmán,predaj,False,False,,,
,,Banská Bystrica,,50,,False,kompletná rekonštrukcia,,Garsónka,predaj,False,False,,,
146000,22772,Zvolen,,64,,False,kompletná rekonštrukcia,,3 izbový byt,predaj,True,False,,,
105000,31822,Kežmarok,M.Lányiho,33,0/3,False,čiastočná rekonštrukcia,,1 izbový byt,predaj,False,False,panel,,
156000,19752,Podbrezová,Štiavnička,79,,False,kompletná rekonštrukcia,,4 izbový byt,predaj,True,False,,,
225000,,Košice IV Juh,Južná trieda 1547/13,,,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
65000,15842,Humenné časť Pod Sokolejom,Partizánska,41,4/8,True,kompletná rekonštrukcia,,1 izbový byt,predaj,True,True,panel,,
193900,28102,Poprad časť Poprad,,69,12/13,True,čiastočná rekonštrukcia,,3 izbový byt,predaj,True,True,panel,,
145000,23022,Spišská Nová Ves,,63,4/4,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
255000,31882,Bratislava IV Devínska Nová Ves,Ivana Bukovčana 15,80,,False,čiastočná rekonštrukcia,,3 izbový byt,predaj,False,True,tehla,,
,,Michalovce,,63,1/6,True,čiastočná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
,,Košice II Západ - Terasa časť Luník III,Brigádnická,71,9/10,True,kompletná rekonštrukcia,,4 izbový byt,predaj,True,False,panel,,
,,Košice I Sídlisko Ťahanovce,Berlínska,82,4/8,True,čiastočná rekonštrukcia,,3 izbový byt,predaj,True,True,,,
,,Košice I Kavečany,Šafáriková 11,,,False,pôvodný,,4 izbový byt,predaj,False,False,,,
,,Snina,Komenského,71,4/8,False,pôvodný,,3 izbový byt,predaj,True,False,,,
,,Humenné časť Sídlisko III,Laborecká,59,,False,čiastočná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
,,Vranov nad Topľou,Sídlisko 1. Mája,52,1/6,True,kompletná rekonštrukcia,,2 izbový byt,predaj,False,True,,,
,,Snina,Palárikova 1621,79,4/4,False,pôvodný,,3 izbový byt,predaj,True,False,,,
110800,55402,Košice I Staré Mesto - Centrum časť Historické centrum,Štúrova,20,3/3,False,kompletná rekonštrukcia,,Garsónka,predaj,False,False,tehla,,
189900,27302,Banská Bystrica,,69,,False,kompletná rekonštrukcia,,3 izbový byt,predaj,False,False,,,
135000,48212,Bratislava V Petržalka,Topolčianska,28,11/12,True,kompletná rekonštrukcia,,Garsónka,predaj,True,True,,,
,,Snina,Študentská,62,2/3,False,čiastočná rekonštrukcia,,2 izbový byt,predaj,True,True,,,
172000,26882,Košice I Sídlisko Ťahanovce,Varšavská,64,1/8,False,kompletná rekonštrukcia,,3 izbový byt,predaj,True,True,panel,,
,,Humenné časť Sídlisko II,Dobrianskeho,52,3/3,False,pôvodný,,2 izbový byt,predaj,True,False,tehla,,
,,Michalovce,Jána Švermu,64,1/6,False,čiastočná rekonštrukcia,,3 izbový byt,predaj,True,False,,,
,,Košice I Staré Mesto - Centrum,Bellova,39,1/6,True,novostavba,Novostavba,1 izbový byt,predaj,True,False,,,
,,Humenné časť Centrum,Námestie Slobody,33,3/13,True,pôvodný,,1 izbový byt,predaj,True,False,panel,,
195000,32502,Štrba časť Tatranská Štrba,,60,,False,kompletná rekonštrukcia,,2 izbový byt,predaj,False,False,,,
250000,38462,Bratislava I Staré Mesto,,65,,False,kompletná rekonštrukcia,,2 izbový byt,predaj,False,False,,,
,,Humenné časť Sídlisko III,Dargovských hrdinov,63,1/8,True,kompletná rekonštrukcia,,3 izbový byt,predaj,True,True,panel,,
,,Banská Bystrica,,78,,False,čiastočná rekonštrukcia,,3 izbový byt,predaj,True,False,,,
,,Bratislava II Podunajské Biskupice,,78,,False,čiastočná rekonštrukcia,,Apartmán,predaj,False,False,,,
,,Banská Bystrica,,50,,False,kompletná rekonštrukcia,,Garsónka,predaj,False,False,,,
146000,22772,Zvolen,,64,,False,kompletná rekonštrukcia,,3 izbový byt,predaj,True,False,,,
196000,39202,Stará Lesná,,50,,False,novostavba,Novostavba,2 izbový byt,predaj,False,False,,,
120000,17652,Michalovce,Jána Hollého,68,3/0,True,čiastočná rekonštrukcia,,3 izbový byt,predaj,True,False,,,
130900,33562,Košice I Sever,,39,2/0,True,kompletná rekonštrukcia,,1 izbový byt,predaj,False,False,,,
,,Snina,Vihorlatská 1419/7,55,1/2,False,čiastočná rekonštrukcia,,2 izbový byt,predaj,False,True,tehla,,
95000,12502,Kalná nad Hronom,Dlhá,76,5/5,True,čiastočná rekonštrukcia,,3 izbový byt,predaj,True,False,panel,,
239900,28562,Košice III Dargovských hrdinov,Na Hore,84,1/0,False,novostavba,Novostavba,3 izbový byt,predaj,True,False,,,
,,Závadka nad Hronom,Paseka,58,,False,pôvodný,,2 izbový byt,predaj,False,False,,,
86500,27422,Harmanec,,31,,False,kompletná rekonštrukcia,,1 izbový byt,predaj,False,False,,,
323999,43782,Bratislava I Staré Mesto,Medená,74,3/0,True,pôvodný,,3 izbový byt,predaj,True,False,,,
205000,22472,Košice III Dargovských hrdinov,,91,5/0,True,čiastočná rekonštrukcia,,4 izbový byt,predaj,True,False,,,
212000,25852,Trnava,Hospodárska,82,2/7,True,kompletná rekonštrukcia,,4 izbový byt,predaj,True,False,,,
95000,26392,Šamorín,Mestský Majer,36,,False,čiastočná rekonštrukcia,,1 izbový byt,predaj,False,False,,,
160000,24622,Bratislava IV Devínska Nová Ves,Jána Jonáša,65,3/12,False,čiastočná rekonštrukcia,,3 izbový byt,predaj,True,True,panel,,
309000,46822,Bratislava I Staré Mesto,,66,3/4,False,kompletná rekonštrukcia,,3 izbový byt,predaj,True,True,tehla,,
170000,34002,Bratislava II Vrakuňa,Podunajská,50,1/4,False,novostavba,Novostavba,2 izbový byt,predaj,True,True,,,
